name,Biography,last_name,creator image,location,latitude,longitude,roles,jobTitle,affiliation,location_name,iteration,sequence,year,title,body_y,references,makers
Rob Bracken,"Rob Bracken is a writer and communications manager for a major software company. He holds a master's degree in English from the University of Missouri. Rob became interested in oil and energy issues several years ago, after reading The Party's Over by Richard Heinberg. Rob lives in San Francisco with his wife, Deidra, and their cat.
",Bracken,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/rob-bracken/image.jpg,,,,['maker'],,,"San Francisco, CA, USA",,,,,,,
Robert K. Nelson,"Robert K. Nelson is the director of the Digital Scholarship Lab and head of digital engagement at University of Richmond’s Boatwright Library. He is the editor of _American Panorama: An Atlas of United States History_, which includes ""Mapping Inequality: Redlining in New Deal America."" _American Panorama_ received the 2019 Roy Rosenzweig Prize for Innovation in Digital History from the American Historical Association and was named a tech innovation by the _Chronicle of Higher Education's_ in 2016. ""Mapping Inequality"" received Honorable Mention for the 2019 Garfinkel Prize from the American Studies Association's Digital Humanities Caucus. Other digital history projects that Nelson has developed include _Mining the Dispatch_ and a remediated, enhanced version of Charles Paullin's 1932 _Atlas of the Historical Geography of the United States_. Nelson teaches courses related to antislavery and slavery in the United States and about the digital humanities.",Nelson,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/robert-k-nelson/image.jpg,,,,['maker'],,,"Richmond, VA, USA",,,,,,,
Roberta Sinatra,"Roberta Sinatra is a theoretical physicist by training, working at the forefront of network and data science, developing novel theoretical methods and analyzing empirical data sets on social phenomena and human behavior. Her research projects span topics as diverse as random walks and human mobility on networks, to quantifying human behavior during cooperative games by EEG measurements. Currently, she spends particular attention on the analysis and the modeling of information and dynamics that lead to the collective phenomenon of success. She is an assistant professor at Central European University in Budapest, Hungary.
",Roberta Sinatra,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/roberta-sinatra/image.jpg,,,,['maker'],,,"Budapest, Hungary",,,,,,,
Robin Haunschild,N/A,Haunschild,N/A,,,,['maker'],,,,18,2,2019,"Excellence Maps: The new release, including reader impact of science institutions worldwide","Authors: Lutz Bornmann, Rüdiger Mutz, Moritz Stefaner, Felix de Moya Angeon, Robin Haunschild, Mirko Clemente



Link to Macroscope: <https://www.excellencemapping.net/>



Abstract: 

In over five years, we have published several releases of the www.excellencemapping.net tool revealing (clusters of) excellent institutions worldwide based on citation data. With the new release, a completely revised tool has been published. It is not only based on citation data (bibliometrics) but also Mendeley data (altmetrics). Thus, the institutional impact measurement of the tool has been expanded by focusing on additional status groups besides researchers, such as students and librarians. The excellencemapping.net is the first university ranking that includes altmetrics data to visualize the impact of institutional research beyond research itself. For example, the new release facilitates that those institutions worldwide can be identified with the highest impact of research on students. In the new release, the visualization of the data has been completely updated by improving the operability for the user and including new features, such as institutional profile pages.","Recent paper introducing the new release of excellencemapping.net: https://link.springer.com/article/10.1007/s11192-021-04141-4

Related site: <http://www.excellence-networks.net/>",lutz-bornmann/readme; rudiger-mutz/readme; moritz-stefaner/readme; robin-haunschild/readme; mirko-clemente/readme; felix-de-moya-angeon/readme
Roger W. Sinnott,"Roger W. Sinnott is the editor and author of numerous astronomy books. He coauthored Sky Catalogue 2000.0, a comprehensive collection of standard data for astronomical objects. The introduction contains a Messier list, an OB stellar association, and a Local Group and Cluster of Galaxies table—as well as photos of M45, M13, M24, M104, and several non-Messier objects; a comprehensive list of references; and a glossary of selected astronomical names. The Interactive Factory (iFactory) is a privately held company based in Boston. Its mission is to serve clients through the conception and execution of innovative, intelligent, and usable digital media solutions. IFactory thrives on the challenges of information architecture, content development, usability testing, and innovative, beautiful design. It believes in the fusion of purpose and play: that functional, useful tools should also compel and that engineering knowledge should encompass everything from legacy database systems to the latest tools for content management and graphics.Sky & Telescope magazine is an institution in the world of astronomy. From its birth in 1941 to the present day, it has managed to retain a high level of quality that has earned a devoted following. A complete history of the magazine is available online.",Sinnott,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/roger-w-sinnott/image.jpg,,,,['maker'],,,"Boston, MA, USA",,,,,,,
Rossano Schifanella,"Rossano Schifanella is an assistant professor in computer science at the University of Turin, Italy, and a former visiting scientist at Yahoo Labs and at the Center for Complex Networks and Systems Research at the Indiana University School of Informatics and Computing where he applied computational methods to model social behavior in online platforms. His research interests mainly focus on urban computing, designing new mapping tools that integrate users’ multi-sensorial experience. He is also passionate about computational frameworks to model aesthetics and creativity in social media and data visualization.",Schifanella,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/rossano-schifanella/image.jpg,,,,['maker'],,,"Turin, Italy",,,,,,,
Rüdiger Mutz,"Rüdiger Mutz holds degrees in psychology and economy and is currently a senior researcher at the Professorship for Social Psychology and Research on Higher Education at ETH Zurich, Switzerland. Mutz has been working in biostatistics since 1990, beginning as a research associate at the Institute of Forest Utilization and Work Science at the University of Freiburg (Germany). He completed a PhD in 1998 at the Faculty of Forest Sciences at the University of Freiburg with a thesis in biostatistics. Concurrently with his doctorate work, he headed an evaluation project on students’ and teachers’ acceptance of study program reforms in forest sciences. In 2002, Mutz was awarded the Promotion Prize in Environmental Psychology of the Environmental Psychology Working Group of the German Society for Psychology (DGPs). Mutz has been at the ETH Zurich since January 2003. He teaches social psychology, and his research on higher education focuses on such issues as the statistical development of a bias-corrected ranking procedure for universities based on student surveys or bibliometric data, meta-analyses (e.g., reliability of peer review), and bibliometric network analysis.",Mutz,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/rudiger-mutz/image.jpg,,,,['maker'],,,"Zürich, Switzerland",18,2,2019,"Excellence Maps: The new release, including reader impact of science institutions worldwide","Authors: Lutz Bornmann, Rüdiger Mutz, Moritz Stefaner, Felix de Moya Angeon, Robin Haunschild, Mirko Clemente



Link to Macroscope: <https://www.excellencemapping.net/>



Abstract: 

In over five years, we have published several releases of the www.excellencemapping.net tool revealing (clusters of) excellent institutions worldwide based on citation data. With the new release, a completely revised tool has been published. It is not only based on citation data (bibliometrics) but also Mendeley data (altmetrics). Thus, the institutional impact measurement of the tool has been expanded by focusing on additional status groups besides researchers, such as students and librarians. The excellencemapping.net is the first university ranking that includes altmetrics data to visualize the impact of institutional research beyond research itself. For example, the new release facilitates that those institutions worldwide can be identified with the highest impact of research on students. In the new release, the visualization of the data has been completely updated by improving the operability for the user and including new features, such as institutional profile pages.","Recent paper introducing the new release of excellencemapping.net: https://link.springer.com/article/10.1007/s11192-021-04141-4

Related site: <http://www.excellence-networks.net/>",lutz-bornmann/readme; rudiger-mutz/readme; moritz-stefaner/readme; robin-haunschild/readme; mirko-clemente/readme; felix-de-moya-angeon/readme
Russell J. Duhon,"Russell J. Duhon designs, programs, parses, researches, and visualizes at the Cyberinfrastructure for Network Science Center at Indiana University. He likes making the little algorithms that fit between the big ones. His areas of interest include economics-inspired modeling of scientific activity, statistical methods for understanding data, and unusual data sets. He received a bachelor's degree in computer science from the School of Informatics at Indiana University in Bloomington, Indiana.
",Duhon,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/russell-j-duhon/image.jpg,,,,['maker'],,,"Bloomington, IN, USA",,,,,,,
Ryan Chute,"Ryan Chute supports the scientific mission of the Digital Library Research and Prototyping Team at the Los Alamos National Laboratory, and supported the data management and analysis that underpinned the creation of this map.
",Chute,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/ryan-chute/image.jpg,,,,['maker'],,,"Los Alamos, NM, USA",,,,,,,
Sam Learner,"Sam Learner is a visual journalist and data visualization developer from Chicago, currently based in New York. He works as a graphics journalist on the Financial Times’ visual storytelling team, where he has been part of award-winning stories covering topics such as the war in Ukraine, large language models, quantum computing, and the looming threat of space debris. He previously created a number of open-source visualizations, web pages, and tools, usually with the goal of making public data more practically accessible to a wide audience. The rivers, bridges, and hills of Pittsburgh inspired him to build this tool while he was living there in 2021.",Learner,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/sam/sam_learner.png,,,,['maker'],,,"New York, NY, USA",20,2,2020,River Runner,"<!--StartFragment-->
Macroscope Link: <https://river-runner-global.samlearner.com/>

The river runner tool helps people to better understand the interconnectedness of our watersheds by calculating the downstream path from anywhere on earth and visualizing the journey. 

In its original iteration, it relied on the USGS's NLDI, which links water features and flowpaths within the United States. The dataset compiled for the global version created in collaboration with hydrologists at the USGS and the Internet of Water, though it remains a work in progress (particularly with regards to its coverage of water feature names). 

The frontend for the visualization was built with svelte and mapbox, putting the user in control of a 3D journey from a place of their choosing to an ocean or inland lake. The aim was to zoom in with an immersive flyover experience to give a sense of how many places and communities are downstream of one another. I also wanted to provide navigation widgets in the corners to orient someone in the full network of streams, tributaries, and rivers it takes to reach an ocean or endhoric basin.

<!--EndFragment-->","<!--StartFragment-->

There's a list of sources for the data/attributions here: https://ksonda.github.io/global-river-runner/ (Also a note that Dave Blodgett (USGS), Kyle Onda (Internet of Water) and Ben Webb (Internet of Water) should be credited somewhere for their work on the backend here, though I don't know if they'd like me to fill out full contact details for them on this form)

<!--EndFragment-->",sam/readme
Samuel T. Mills,"Samuel T. Mills holds a BFA in studio art and a BA in philosophy from Augustana College. From 2012 to August 2015, he was senior UX designer with the Cyberinfrastructure for Network Science Center at Indiana University–Bloomington. Currently, he is a web developer on the IU School of Education’s marketing and communications team.",Mills,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/samuel-t-mills/image.jpg,,,,['maker'],,,"Bloomington, IN, USA",,,,,,,
Sara Irina Fabrikant,N/A,Fabrikant,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/sara-irina-fabrikant/image.jpg,"{""type"":""Point"",""coordinates"":[8.550852452417894,47.374293016645105]}",,,['ambassador'],"Professor of Geography, Head of the Department of Geography and Digital Society Initiative",University of Zürich,"Zürich, Switzerland",,,,,,,
Sarah Crespi,"Sarah Crespi is the senior podcast producer and host at *Science*. She has spent the past 10 years pushing the latest science through her brain like cheese through a grater. The shreds: videos, podcasts, GIFs, and stories. She has a master's in journalism from the Knight Center for Environmental Journalism at Michigan State University and a BA in biology from Reed College.",Crespi,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/sarah-crespi/crespi_sarah.png,,,,['maker'],,,,18,4,2020,Cracking the Mystery of Egg Shape,"Authors: Sarah Crespi, Jia You

Link to Macroscope: <https://vis.sciencemag.org/eggs/>  or <https://visdev.sciencemag.org/eggs/>  

Abstract:

User group: This piece is for the science-interested public, students, and educators

Data used: The macroscope is based on a research paper published in Science. The paper uses digitized photographs of eggs from 1400 bird species to show what factors are important in determining the shape of bird eggs. https://www.science.org/doi/10.1126/science.aaj1945

Data analysis: The researchers measured the eggs in the photos and used different approaches to determine how different egg shapes are formed in a bird and also which egg shapes correlate with other characteristics of a bird species, such as wing type.

Viz techniques applied: 

Packed circle diagram to show how many eggs, bird species, and orders were included in the data 

Graph to show how bird egg shapes were characterized in the study

Egg photographs used as data in the paper

Animations of how different factors might influence egg shape  

Graphs showing the relationship between egg shape and flight style 

Main insights gained: CRACKING THE MYSTERY OF EGG SHAPE follows researchers’ efforts to solve a long-standing mystery in biology: Why are eggs shaped differently from species to species? The work visualizes results from the analysis of a data set of 1400 species’ eggs, cataloged in a repository of egg photographs collected over the course of 100 years. The site exposes viewers to the diversity of birds, egg shapes, and the mechanisms by which eggs are formed. It also demonstrates how science can use data from historical sources in new ways.",https://www.science.org/doi/10.1126/science.aaj1945 Egg collection at Museum of Vertebrate Zoology https://mvz.berkeley.edu/mvzegg/,sarah-crespi/readme; jia-you/readme
Sarah Hugget,"Sarah Huggett holds an MPhil in literature. She provides strategic insights to colleagues and publishing partners, and informs the bibliometrics debate through various communications.
",Hugget,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/sarah-huggett/image.jpg,,,,['maker'],,,,,,,,,,
Sarah Williams,"Sarah Williams is an associate professor of technology and urban planning at the Massachusetts Institute of Technology (MIT) where she is also director of the Civic Data Design Lab and the Leventhal Center for Advanced Urbanism. Williams combines her training in computation and design to create communication strategies that expose urban policy issues to broad audiences and create civic change. She calls the process *Data Action*, which is also the name of her recent book published by MIT Press. Williams is co-founder and developer of Envelope.city, a web-based software product that visualizes and allows users to modify zoning in New York City. Her design work has been widely exhibited, and she has won numerous awards, including being named one of the top 25 technology planners and a “Game Changer” by *Metropolis* magazine.",Williams,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/sarah-williams/image.jpg,,,,['maker'],,,"Cambridge, MA, USA",19,5,2020,Spatial Equity NYC,"Authors: Niko McGlashan, Sarah Williams, Daniela Coray, Kelly Fang, Enrique Casillas, Jari Prachasartta, Jiajie Li

Link to Macroscope: <https://www.spatialequity.nyc/>

Abstract: 

Spatial Equity NYC documents inequities in the ways that public space — including streets, sidewalks, and greenspaces — is designed, distributed, and accessed. Browse citywide data or search community profiles to learn how decisions about the use of public space lead to unequal outcomes and what you can do about it.
","- Please check back with us in the coming weeks should we be accepted to include more relevant publications and conference proceedings.

- Homepage for the Leventhal Center for Advanced Urbanism https://lcau.mit.edu/
",niko-mcglashan/readme; sarah-williams/readme; daniela-coray/readme; kelly-fang/readme; enrique-casillas/readme; jari-prachasartta/readme; jiajie-li/readme
Scott B. Weingart,N/A,Weingart,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/scott-b-weingart/image.jpg,"{""type"":""Point"",""coordinates"":[-79.94274261334347,40.44324350522254]}",,,['ambassador'],"Program Director, Digital Humanities",Carnegie Mellon University,"Pittsburgh, PA, USA",,,,,,,
Sébastien Heymann,"Sébastien Heymann is a research engineer at the Institute for Scientific and Technical Information (INISTCNRS) in France. He has an MS in computer science from the University of Technology of Compiègne, specializing in cognitive science and human–computer interaction. Passionate about open-source strategies, Heymann focuses on managing the community of the Gephi project. Deeply interested in network science and data visualization, he is working toward his PhD as part of the Complex Networks team at the Laboratoire d’Informatique de Paris 6, studying the dynamic topology of real-world networks, such as social networks, computer networks, and the Web overall.",Heymann,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/sebastien-heymann/image.jpg,,,,['maker'],,,"Vandoeuvre-lès-Nancy, France",,,,,,,
Sepp Deinhofer,"Sepp Deinhofer studied informatics and computer science at the Vienna Technical University, as well as visual media design at the University of Applied Arts in Vienna. He lives and works in Vienna as a freelance software engineer, and is closely involved with the design cooperative re-p.org.
",Deinhofer,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/sepp-deinhofer/image.jpg,,,,['maker'],,,"Vienna, Austria",,,,,,,
Sergey Ryadovoy,N/A,Ryadovoy,N/A,,,,['maker'],,,,20,9,2023,Market Map,"<!--StartFragment-->

Macroscope Link: <https://marketmap.one/>

Market Map is an experimental data visualization project that explores new ways of visualizing the US stock market data using dimensionality reduction algorithms. The map turns multidimensional financial data into an interactive three-dimensional exploration of companies publicly traded on the NYSE and NASDAQ.

<!--EndFragment-->","<!--StartFragment-->

https://www.informationisbeautifulawards.com/showcase/6628-market-map

<!--EndFragment-->; <!--StartFragment-->

https://interacta.io

<!--EndFragment-->",nikita-rokotyan/readme; olya-stukova/readme; sergey-ryadovoy/readme
Shashikant Penumarthy,"Shashikant Penumarthy was a PhD student at the School of Library and Information Science, Indiana University, and holds a master's degree in computer science from that institution. His research pertains to enabling interoperability among visualization tools by using ontologies to describe and process visualization concepts in an automated manner. As part of this line of research, he developed the Virtual World Toolkit (VWTk), which is freely available via SourceForge. He also works as an independent consultant on the design and development of visualization-centric modeling and analysis tools and user interfaces.
",Penumarthy,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/shashikant-penumarthy/image.jpg,,,,['maker'],,,"Bloomington, IN, USA",,,,,,,
Shing-Yun Chiang,"Shing-Yun Chiang works with data directly to create visualizations that convey insights better. She has experience in visualizing data through various approaches including static graphics, interactive web applications, and 3D physical artifacts. she is currently working at Graphicacy, a data-focused design studio, and has interned at Thomson Reuters Labs. Before getting into the world of data visualization, Chiang worked as a journalist and assistant editor for two years. She received an MFA in information design and visualization from Northeastern University and a BA in journalism from National Chengchi University, Taiwan.",Chiang,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/shing-yun-chiang/image.jpg,,,,['maker'],,,"Washington, D.C., USA",,,,,,,
Siori Kitajima,N/A,Kitajima,N/A,,,,['maker'],,,,19,1,2023,Info and Violence,"Authors: Siori Kitajima

Link to Macoscope: <https://182.patternbased.com/information-and-violence/>

Abstract:  

""Information and Violence"" is an interactive data visualization that presents a timeline of major U.S. news headlines alongside monthly counts of gun sales and homicides from 2016 to 2021. Since 2016, the number of gun sales and homicides has been steadily increasing. By displaying them alongside the top news at the time, it aims to highlight the possibility of the psychological influence of fear and anxiety in society. Users can hover their cursor over the screen to view the gun sales and homicides data, and click on orange vertical lines to see the corresponding news headline.","HOMICIDES = From 2016 to 2019, the data is from CDC WONDER Data Archive (https://wonder.cdc.gov/). From 2020, since the data publishing by CDC has been paused since the COVID pandemic, we used the estimated monthly homicide numbers from the report published by CCJ National Commission on COVID-19 and Criminal Justice (https://cdn.ymaws.com/counciloncj.org/resource/resmgr/covid_commission/Year_End_Crime_Update_Design.pdf).

GUN SALES = Brady's estimated monthly gun sales (https://brady-static.s3.amazonaws.com/NICSdata-year.pdf), which is calculated based on NICS's background check for firearm sales (https://www.fbi.gov/services/cjis/nics).

NEWS EVENTS = Significant news events picked from Wikipedia's list of incidents in U.S. 

2016 in the United States (https://en.wikipedia.org/wiki/2016_in_the_United_States), 

2017 in the United States (https://en.wikipedia.org/wiki/2017_in_the_United_States), 

2018 in the United States (https://en.wikipedia.org/wiki/2018_in_the_United_States), 

2019 in the United States (https://en.wikipedia.org/wiki/2019_in_the_United_States), 

2020 in the United States (https://en.wikipedia.org/wiki/2020_in_the_United_States), 

2021 in the United States (https://en.wikipedia.org/wiki/2021_in_the_United_States).",siori-kitajima/readme
Sophia Baum,"Sophia Baum joined the Complexity Science Hub as a project intern. Holding a bachelor’s degree in physics from Heidelberg University, she is currently pursuing a master's degree in physics from the University of Vienna with her work at CSH providing the basis of her master's thesis. She is researching shock propagation in the network of global food trade and production, exploring the dynamics of the system and examining countries' adaptation strategies. Her research aims to not only understand the impact of shocks propagating, but also how losses can be mitigated and how countries can enhance resilience in complex economic systems.",Baum,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/sophia-baum/sophia_baum.png,,,,['maker'],,,"Vienna, Austria",,,,,,,
Stefan Thurner,"Austrian physicist and economist **Stefan Thurner** is a professor of Science of Complex Systems at the Medical University of Vienna. He is co-founder and president of the Complexity Science Hub since 2015. He is an external professor at the Santa Fe Institute in New Mexico. He published more than 280 scientific articles, and his work has been covered in more than 1,000 newspaper, radio and television reports in Austrian and international media such as The New York Times, BBC World, Nature, New Scientist, and Physics World.",Thurner,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/stefan-thurner/stefan_thurner.png,,,,['maker'],,,"Vienna, Austria",,,,,,,
Stefanie Posavec,"Stefanie Posavec is a freelance graphic designer who focuses on projects ranging from data visualization and information design to designing books and book covers (or anything in between) for publishers and creative agencies. Her personal data projects have been exhibited internationally, including exhibitions at the Millennium Galleries, Sheffield, Somerset House, London and the Museum of Modern Art, New York.
",Posavec,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/stefanie-posavec/image.jpg,,,,['maker'],,,,,,,,,,
Stephanie Yee,"Stephanie Yee is passionate about the power of data science and machine learning and enjoys making complex concepts accessible to others. She is currently VP of Product Data Science & Engineering at Netflix. In the past, she’s been at Stitch Fix, Cardiogram, Sift Science, Google, Bain & Company, and Vector Capital. Yee holds an MS in statistics from Stanford University and a BA in economics from Columbia University. She lives in San Francisco with her husband and twin daughters. Prior to having kids she had hobbies. These included cooking, traveling, and making ceramics. An economist at heart, she studied statistics because it helps the world make sense.",Yee,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/stephanie-yee/sy_photo.jpg,,,,['maker'],,,"San Francisco, CA, USA",,,,,,,
Stephen Mautner,"Stephen Mautner is executive editor of the National Academies Press and the Office of Communications of the National Academies of Sciences, Engineering, and Medicine. He is responsible for the development of diverse communications products, including practitioner guides based on Academy studies, special summaries of reports, topical websites, videos, and interactive digital features. He has served the Academy for 25 years and is grateful for the opportunity to have been engaged in so many different kinds of projects. He received his BA from Brown University and an MA from Johns Hopkins University.",Mautner,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/stephen-mautner/image.jpg,,,,['maker'],,,"Washington, D.C., USA",,,,,,,
Stephen Miles Uzzo,N/A,Uzzo,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/stephen-miles-uzzo/image.jpg,"{""type"":""Point"",""coordinates"":[-73.85185343422677,40.74741271353572]}",,,"['ambassador', 'advisory_board']",Chief Scientist,National Museum of Mathematics,"New York, NY, USA",,,,,,,
Stephen Morse,"Dr. Stephen S. Morse's interests focus on epidemiology and risk assessment of infectious diseases (particularly emerging infections, including influenza), and improving disease early warning systems. In 2000, he returned to Columbia after 4 years in government as program manager for Biodefense at the Defense Advanced Research Projects Agency (DARPA), Department of Defense, where he co-directed the Pathogen Countermeasures program and subsequently directed the Advanced Diagnostics program. Before coming to Columbia, he was assistant professor of Virology at The Rockefeller University in New York, and remains an adjunct faculty member.",Morse,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/stephen-morse/image.jpg,,,,['maker'],,,"New York, NY, USA",,,,,,,
Steven A. Morris,"Steven A. Morris is an electrical engineer and native of Tulsa, Oklahoma. He earned BSEE and MSEE degrees from Tulsa University in 1983 and 1986, respectively, and worked as a research scientist in the petroleum industry for 15 years. Returning to academic studies in 1999, he conducted research in the mapping of journal and patent literature for technology forecasting and technology management applications. After earning a PhD in electrical engineering from Oklahoma State University in 2005, he developed crossmaps as a means to visually examine and communicate correlations among the diverse scholarly entities and their attributes.",Morris,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/steven-a-morris/image.jpg,,,,['maker'],,,"Tulsa, OK, USA",,,,,,,
Steven Ross,"Steven Ross is a senior technical staff member at the IBM Research Visual AI Lab. Before joining the Visual AI Lab, he was part of the IBM Research Collaborative User Experience team, where he worked on collaboration and collective intelligence applications, as well as conversational speech interaction systems. Previously, Ross was a senior architect for the Lotus 1-2-3 spreadsheet application, software team lead for the Verbex continuous speech recognition systems, and a founder of Reasonix, where he developed automated reasoning systems and optimizing compilers. Outside of work, he is an avid exercise buff and a live-music enthusiast.",Ross,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/steven-ross/image.jpg,,,,['maker'],,,,,,,,,,
Subhadeep Jana,N/A,Jana,N/A,,,,['maker'],,,,20,8,2020,GameScope,"<!--StartFragment-->

Macroscope Link: https://gamescope.streamlit.app/

GameScope is a macroscope designed for enthusiasts, and researchers interested in exploring the intricate landscape of video game sales spanning from 1996 to 2016. Tailored to meet the diverse needs of the gaming community, this tool empowers users to dive into the vast realm of gaming data, providing insights into sale numbers, genre preferences, and regional best-sellers. 

User Group and Needs Served: GameScope caters to a wide audience, including gamers, researchers, and industry professionals seeking a comprehensive understanding of the video game market. Whether investigating historical sales data or planning future strategies, the tool addresses the nuanced needs of users navigating the dynamic gaming landscape. 

Data Used: We have used the ""Global Video Game Sales & Ratings"" dataset from Kaggle (https://www.kaggle.com/datasets/thedevastator/global-video-game-sales-ratings). The dataset consists of records from Metacritic providing insight into global video game ratings and sales. It contains data such as publisher, genre, year of release, and sales information. 

Data Analysis Performed: GameScope performs intricate data analyses based on user-selected parameters. Users can track total game sales, uncover genre-specific and year specific trends, and delve into regional variations to gain a nuanced perspective on the gaming market dynamics during the selected time frame. 

Visualization Techniques Applied: GameScope presents users with an interactive map with clickable pop-ups providing information about each region, enhancing the exploration of gaming data. It also makes use of bar and pie chart to display analysed data. 

Main Insights Gained: Users of GameScope can extract valuable insights, such as identifying top-selling games, understanding genre preferences over time, and discerning regional variations in game popularity. The tool serves as a compass, guiding users through the intricate world of video game sales and offering key insights.

<!--EndFragment-->","<!--StartFragment-->

https://www.kaggle.com/datasets/thedevastator/global-video-game-sales-ratings

<!--EndFragment-->",subhadeep-jana/readme
Sujit Bhattacharya,N/A,Bhattacharya,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/sujit-bhattacharya/image.jpg,"{""type"":""Point"",""coordinates"":[77.17346276852737,28.637217167416907]}",,,['ambassador'],Chief Scientist,National Institute of Science Technology and Development Studies,"New Delhi, India",,,,,,,
Sumiko Mekaru,"Sumiko Mekaru, DVM, PhD, is a veterinarian and epidemiologist interested in environmental factors contributing to infectious disease outbreaks. Her doctoral research examined environmental risk factors for infectious diseases. She is a research fellow with the Computational Epidemiology Group at Boston Children's Hospital.
",Mekaru,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/sumiko-mekaru/image.jpg,,,,['maker'],,,"Boston, MA, USA",,,,,,,
Sune Lehmann,"Sune Lehmann is an associate professor in the Department of Applied Mathematics and Computer Science at the Technical University of Denmark. In the past, he has worked as a postdoctoral fellow at the Institute for Quantitative Social Science at Harvard University and the Center for Complex Network Research at Northeastern University. Starting out as a physicist at the Niels Bohr Institute, Sune's interest in complex systems has gradually shifted his attention towards network science and massive datasets. He currently works in the intersection between physics, sociology, and computer science.
",Lehmann,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/sune-lehmann/image.jpg,,,,['maker'],,,"Kongens Lyngby, Denmark",,,,,,,
Supawich Orian,N/A,Orian,N/A,,,,['maker'],,,,20,17,2023,Sustainability Cosmos,"<!--StartFragment-->

Macroscope Link: <https://palminister.github.io/sustainability-cosmos/>

Welcome to the cosmic realm of sustainability, where the stars align to reveal the true nature of our world's progress. In this interactive dashboard, we invite you to embark on a journey through the galaxy of data, where each star represents a country and its position in the constellation reflects multiple things depending on the dashboard views. As you navigate through the vast expanse of information, you'll discover the secrets of each country's performance in terms of Human, Health, Environmental, Economical, and Political conditions—all that makeup “Sustainability”. Furthermore, this journey will also reveal opportunities for improvement and growth toward a more sustainable future. Join us as we uncover the mysteries of the Sustainability Cosmos, and gain a deeper understanding of the current state of our world.

<!--EndFragment-->",,palm-jumnongrat/readme; supawich-orian/readme
Susan Aman,"Susan Aman is a software developer at the Children's Hospital Informatics Program. She has over 10 years of experience in the internet industry, including system administration and web development work at Firefly Inc., iCast Corporation (a CMGi company), and most recently at Northeastern University.",Aman,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/susan-aman/image.jpg,,,,['maker'],,,,,,,,,,
